Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes,genes_list,num_genes
ko00561,,,0.0,1000000000.0,90,52,K13979;K13677;K13507;K13509;K13519;K15728;K14674;K14675;K14457;K11529;K20024;K22831;K22251;K17900;K15918;K19005;K19003;K19002;K18851;K18097;K18693;K03429;K00631;K00635;K00679;K00655;K00865;K00864;K00863;K00901;K00128;K00002;K00005;K00011;K00086;K01046;K01054;K07406;K07407;K07029;K08591;K03621;K03715;K06122;K06116;K06117;K06118;K06120;K06121;K05878;K05879;K05881,K13979;K13677;K13507;K13509;K13519;K15728;K14674;K14675;K14457;K11529;K20024;K22831;K22251;K17900;K15918;K19005;K19003;K19002;K18851;K18097;K18693;K03429;K00631;K00635;K00679;K00655;K00865;K00864;K00863;K00901;K00128;K00002;K00005;K00011;K00086;K01046;K01054;K07406;K07407;K07029;K08591;K03621;K03715;K06122;K06116;K06117;K06118;K06120;K06121;K05878;K05879;K05881,"['K13979', 'K13677', 'K13507', 'K13509', 'K13519', 'K15728', 'K14674', 'K14675', 'K14457', 'K11529', 'K20024', 'K22831', 'K22251', 'K17900', 'K15918', 'K19005', 'K19003', 'K19002', 'K18851', 'K18097', 'K18693', 'K03429', 'K00631', 'K00635', 'K00679', 'K00655', 'K00865', 'K00864', 'K00863', 'K00901', 'K00128', 'K00002', 'K00005', 'K00011', 'K00086', 'K01046', 'K01054', 'K07406', 'K07407', 'K07029', 'K08591', 'K03621', 'K03715', 'K06122', 'K06116', 'K06117', 'K06118', 'K06120', 'K06121', 'K05878', 'K05879', 'K05881']",52
ko00562,,,0.0,1000000000.0,76,37,K13711;K21302;K19786;K19801;K20279;K22913;K21797;K22232;K22231;K22230;K16043;K16044;K16619;K18083;K03336;K03335;K03337;K03338;K03339;K00888;K00921;K00889;K00914;K00915;K00140;K00010;K01803;K01858;K01771;K01092;K01093;K01106;K01114;K01083;K00999;K06606;K05857,K13711;K21302;K19786;K19801;K20279;K22913;K21797;K22232;K22231;K22230;K16043;K16044;K16619;K18083;K03336;K03335;K03337;K03338;K03339;K00888;K00921;K00889;K00914;K00915;K00140;K00010;K01803;K01858;K01771;K01092;K01093;K01106;K01114;K01083;K00999;K06606;K05857,"['K13711', 'K21302', 'K19786', 'K19801', 'K20279', 'K22913', 'K21797', 'K22232', 'K22231', 'K22230', 'K16043', 'K16044', 'K16619', 'K18083', 'K03336', 'K03335', 'K03337', 'K03338', 'K03339', 'K00888', 'K00921', 'K00889', 'K00914', 'K00915', 'K00140', 'K00010', 'K01803', 'K01858', 'K01771', 'K01092', 'K01093', 'K01106', 'K01114', 'K01083', 'K00999', 'K06606', 'K05857']",37
ko00563,,,0.0,1000000000.0,27,23,K03434;K01127;K07541;K07542;K09658;K08098;K05283;K05284;K05285;K05286;K05287;K05288;K05289;K05290;K05291;K05292;K05293;K05294;K05310;K03860;K03859;K03858;K03857,K03434;K01127;K07541;K07542;K09658;K08098;K05283;K05284;K05285;K05286;K05287;K05288;K05289;K05290;K05291;K05292;K05293;K05294;K05310;K03860;K03859;K03858;K03857,"['K03434', 'K01127', 'K07541', 'K07542', 'K09658', 'K08098', 'K05283', 'K05284', 'K05285', 'K05286', 'K05287', 'K05288', 'K05289', 'K05290', 'K05291', 'K05292', 'K05293', 'K05294', 'K05310', 'K03860', 'K03859', 'K03858', 'K03857']",23
ko00565,,,0.0,1000000000.0,31,11,K13519;K14674;K16794;K16619;K00803;K01114;K01115;K01058;K00993;K00994;K06123,K13519;K14674;K16794;K16619;K00803;K01114;K01115;K01058;K00993;K00994;K06123,"['K13519', 'K14674', 'K16794', 'K16619', 'K00803', 'K01114', 'K01115', 'K01058', 'K00993', 'K00994', 'K06123']",11
ko00571,,,0.0,1000000000.0,14,14,K13668;K13669;K13671;K13687;K14335;K14337;K14339;K14340;K11387;K22311;K23176;K16647;K16648;K08256,K13668;K13669;K13671;K13687;K14335;K14337;K14339;K14340;K11387;K22311;K23176;K16647;K16648;K08256,"['K13668', 'K13669', 'K13671', 'K13687', 'K14335', 'K14337', 'K14339', 'K14340', 'K11387', 'K22311', 'K23176', 'K16647', 'K16648', 'K08256']",14
ko00572,,,0.0,1000000000.0,12,12,K13686;K13687;K11385;K11386;K22902;K16647;K16648;K16649;K16650;K16870;K18851;K02851,K13686;K13687;K11385;K11386;K22902;K16647;K16648;K16649;K16650;K16870;K18851;K02851,"['K13686', 'K13687', 'K11385', 'K11386', 'K22902', 'K16647', 'K16648', 'K16649', 'K16650', 'K16870', 'K18851', 'K02851']",12
ko00590,,,0.0,1000000000.0,45,5,K14674;K19246;K00432;K01058;K01254,K14674;K19246;K00432;K01058;K01254,"['K14674', 'K19246', 'K00432', 'K01058', 'K01254']",5
ko00591,,,0.0,1000000000.0,25,3,K14674;K00508;K01058,K14674;K00508;K01058,"['K14674', 'K00508', 'K01058']",3
ko00592,,,0.0,1000000000.0,25,7,K14674;K22389;K00632;K00232;K01058;K07513;K05894,K14674;K22389;K00632;K00232;K01058;K07513;K05894,"['K14674', 'K22389', 'K00632', 'K00232', 'K01058', 'K07513', 'K05894']",7
ko00600,,,0.0,1000000000.0,47,23,K12349;K12350;K12351;K17108;K00654;K00720;K01634;K01130;K01134;K01202;K01186;K01190;K01201;K07406;K07407;K04717;K04708;K04709;K04711;K04713;K04716;K04718;K05848,K12349;K12350;K12351;K17108;K00654;K00720;K01634;K01130;K01134;K01202;K01186;K01190;K01201;K07406;K07407;K04717;K04708;K04709;K04711;K04713;K04716;K04718;K05848,"['K12349', 'K12350', 'K12351', 'K17108', 'K00654', 'K00720', 'K01634', 'K01130', 'K01134', 'K01202', 'K01186', 'K01190', 'K01201', 'K07406', 'K07407', 'K04717', 'K04708', 'K04709', 'K04711', 'K04713', 'K04716', 'K04718', 'K05848']",23
ko00601,,,0.0,1000000000.0,27,2,K00709;K00743,K00709;K00743,"['K00709', 'K00743']",2
ko00603,,,0.0,1000000000.0,15,3,K12373;K07406;K07407,K12373;K07406;K07407,"['K12373', 'K07406', 'K07407']",3
ko00604,,,0.0,1000000000.0,14,1,K12373,K12373,['K12373'],1
ko00620,,,0.0,1000000000.0,126,105,K13979;K13953;K13954;K13788;K14028;K12957;K12972;K15024;K10977;K11263;K11262;K20509;K20370;K22373;K23257;K21618;K22211;K22212;K22224;K17741;K18930;K19266;K18118;K18366;K18472;K02594;K01905;K01963;K01958;K01959;K01960;K01961;K01962;K02160;K00625;K00626;K00627;K00656;K00467;K00873;K00925;K00138;K00132;K00114;K00116;K00121;K00128;K00156;K00158;K00161;K00162;K00172;K00163;K00169;K00170;K00171;K00174;K00175;K00024;K00026;K00027;K00029;K00001;K00002;K00016;K00102;K00090;K00101;K00049;K00382;K00246;K00247;K00245;K00244;K01610;K01595;K01596;K01676;K01677;K01678;K01679;K01638;K01649;K01655;K01512;K01571;K01573;K01895;K01759;K01067;K01069;K01003;K01026;K01006;K01007;K07248;K04072;K04073;K04021;K04020;K04022;K03737;K03778;K03777;K05523,K13979;K13953;K13954;K13788;K14028;K12957;K12972;K15024;K10977;K11263;K11262;K20509;K20370;K22373;K23257;K21618;K22211;K22212;K22224;K17741;K18930;K19266;K18118;K18366;K18472;K02594;K01905;K01963;K01958;K01959;K01960;K01961;K01962;K02160;K00625;K00626;K00627;K00656;K00467;K00873;K00925;K00138;K00132;K00114;K00116;K00121;K00128;K00156;K00158;K00161;K00162;K00172;K00163;K00169;K00170;K00171;K00174;K00175;K00024;K00026;K00027;K00029;K00001;K00002;K00016;K00102;K00090;K00101;K00049;K00382;K00246;K00247;K00245;K00244;K01610;K01595;K01596;K01676;K01677;K01678;K01679;K01638;K01649;K01655;K01512;K01571;K01573;K01895;K01759;K01067;K01069;K01003;K01026;K01006;K01007;K07248;K04072;K04073;K04021;K04020;K04022;K03737;K03778;K03777;K05523,"['K13979', 'K13953', 'K13954', 'K13788', 'K14028', 'K12957', 'K12972', 'K15024', 'K10977', 'K11263', 'K11262', 'K20509', 'K20370', 'K22373', 'K23257', 'K21618', 'K22211', 'K22212', 'K22224', 'K17741', 'K18930', 'K19266', 'K18118', 'K18366', 'K18472', 'K02594', 'K01905', 'K01963', 'K01958', 'K01959', 'K01960', 'K01961', 'K01962', 'K02160', 'K00625', 'K00626', 'K00627', 'K00656', 'K00467', 'K00873', 'K00925', 'K00138', 'K00132', 'K00114', 'K00116', 'K00121', 'K00128', 'K00156', 'K00158', 'K00161', 'K00162', 'K00172', 'K00163', 'K00169', 'K00170', 'K00171', 'K00174', 'K00175', 'K00024', 'K00026', 'K00027', 'K00029', 'K00001', 'K00002', 'K00016', 'K00102', 'K00090', 'K00101', 'K00049', 'K00382', 'K00246', 'K00247', 'K00245', 'K00244', 'K01610', 'K01595', 'K01596', 'K01676', 'K01677', 'K01678', 'K01679', 'K01638', 'K01649', 'K01655', 'K01512', 'K01571', 'K01573', 'K01895', 'K01759', 'K01067', 'K01069', 'K01003', 'K01026', 'K01006', 'K01007', 'K07248', 'K04072', 'K04073', 'K04021', 'K04020', 'K04022', 'K03737', 'K03778', 'K03777', 'K05523']",105
ko00621,,,0.0,1000000000.0,31,8,K18365;K18366;K02554;K00480;K01617;K01666;K01821;K04073,K18365;K18366;K02554;K00480;K01617;K01666;K01821;K04073,"['K18365', 'K18366', 'K02554', 'K00480', 'K01617', 'K01666', 'K01821', 'K04073']",8
ko00622,,,0.0,1000000000.0,34,20,K10216;K10217;K10618;K10619;K10620;K18365;K18366;K02554;K00446;K00141;K00055;K01617;K01666;K01821;K07104;K04073;K05783;K05784;K05549;K05550,K10216;K10217;K10618;K10619;K10620;K18365;K18366;K02554;K00446;K00141;K00055;K01617;K01666;K01821;K07104;K04073;K05783;K05784;K05549;K05550,"['K10216', 'K10217', 'K10618', 'K10619', 'K10620', 'K18365', 'K18366', 'K02554', 'K00446', 'K00141', 'K00055', 'K01617', 'K01666', 'K01821', 'K07104', 'K04073', 'K05783', 'K05784', 'K05549', 'K05550']",20
ko00623,,,0.0,1000000000.0,46,14,K20199;K16242;K16246;K03380;K03381;K00141;K00055;K01856;K01061;K07540;K07544;K07546;K07548;K05797,K20199;K16242;K16246;K03380;K03381;K00141;K00055;K01856;K01061;K07540;K07544;K07546;K07548;K05797,"['K20199', 'K16242', 'K16246', 'K03380', 'K03381', 'K00141', 'K00055', 'K01856', 'K01061', 'K07540', 'K07544', 'K07546', 'K07548', 'K05797']",14
ko00624,,,0.0,1000000000.0,43,11,K14601;K11945;K11947;K18251;K18067;K00480;K00448;K00449;K04100;K04101;K04102,K14601;K11945;K11947;K18251;K18067;K00480;K00448;K00449;K04100;K04101;K04102,"['K14601', 'K11945', 'K11947', 'K18251', 'K18067', 'K00480', 'K00448', 'K00449', 'K04100', 'K04101', 'K04102']",11
ko00625,,,0.0,1000000000.0,43,19,K13953;K13954;K14028;K14422;K20625;K17067;K02586;K02588;K02591;K00531;K00148;K00114;K00121;K00128;K00001;K01560;K01561;K01563;K04072,K13953;K13954;K14028;K14422;K20625;K17067;K02586;K02588;K02591;K00531;K00148;K00114;K00121;K00128;K00001;K01560;K01561;K01563;K04072,"['K13953', 'K13954', 'K14028', 'K14422', 'K20625', 'K17067', 'K02586', 'K02588', 'K02591', 'K00531', 'K00148', 'K00114', 'K00121', 'K00128', 'K00001', 'K01560', 'K01561', 'K01563', 'K04072']",19
ko00626,,,0.0,1000000000.0,29,8,K13953;K13954;K15573;K00480;K00121;K00001;K01670;K04072,K13953;K13954;K15573;K00480;K00121;K00001;K01670;K04072,"['K13953', 'K13954', 'K15573', 'K00480', 'K00121', 'K00001', 'K01670', 'K04072']",8
ko00627,,,0.0,1000000000.0,81,46,K14333;K14338;K15054;K15066;K11311;K10215;K10219;K10221;K20712;K20807;K20458;K19709;K22958;K22959;K22960;K21802;K21759;K16319;K16320;K18541;K03186;K03380;K00141;K01612;K01501;K01512;K01576;K01721;K01692;K01781;K01101;K01034;K01035;K01426;K07511;K09461;K08295;K04099;K04100;K04101;K04107;K04108;K04110;K03863;K03862;K05599,K14333;K14338;K15054;K15066;K11311;K10215;K10219;K10221;K20712;K20807;K20458;K19709;K22958;K22959;K22960;K21802;K21759;K16319;K16320;K18541;K03186;K03380;K00141;K01612;K01501;K01512;K01576;K01721;K01692;K01781;K01101;K01034;K01035;K01426;K07511;K09461;K08295;K04099;K04100;K04101;K04107;K04108;K04110;K03863;K03862;K05599,"['K14333', 'K14338', 'K15054', 'K15066', 'K11311', 'K10215', 'K10219', 'K10221', 'K20712', 'K20807', 'K20458', 'K19709', 'K22958', 'K22959', 'K22960', 'K21802', 'K21759', 'K16319', 'K16320', 'K18541', 'K03186', 'K03380', 'K00141', 'K01612', 'K01501', 'K01512', 'K01576', 'K01721', 'K01692', 'K01781', 'K01101', 'K01034', 'K01035', 'K01426', 'K07511', 'K09461', 'K08295', 'K04099', 'K04100', 'K04101', 'K04107', 'K04108', 'K04110', 'K03863', 'K03862', 'K05599']",46
ko00630,,,0.0,1000000000.0,100,87,K14263;K14067;K12972;K15893;K14446;K14447;K14448;K14449;K14451;K15036;K15037;K11263;K11472;K11473;K11529;K11517;K22515;K22982;K22133;K22223;K17865;K15918;K19268;K19280;K19312;K18123;K18472;K02437;K01915;K01965;K01966;K00626;K00600;K00605;K00865;K00830;K00122;K00123;K00124;K00127;K00104;K00023;K00024;K00026;K00018;K00015;K00042;K00090;K00048;K00049;K00382;K00281;K00282;K00283;K00284;K01616;K01625;K01608;K01601;K01637;K01638;K01647;K01577;K01569;K01681;K01682;K01816;K01846;K01895;K01847;K01848;K01849;K01091;K01455;K01458;K01432;K01433;K07248;K07246;K07130;K08691;K08692;K04835;K03779;K03780;K03781;K05606,K14263;K14067;K12972;K15893;K14446;K14447;K14448;K14449;K14451;K15036;K15037;K11263;K11472;K11473;K11529;K11517;K22515;K22982;K22133;K22223;K17865;K15918;K19268;K19280;K19312;K18123;K18472;K02437;K01915;K01965;K01966;K00626;K00600;K00605;K00865;K00830;K00122;K00123;K00124;K00127;K00104;K00023;K00024;K00026;K00018;K00015;K00042;K00090;K00048;K00049;K00382;K00281;K00282;K00283;K00284;K01616;K01625;K01608;K01601;K01637;K01638;K01647;K01577;K01569;K01681;K01682;K01816;K01846;K01895;K01847;K01848;K01849;K01091;K01455;K01458;K01432;K01433;K07248;K07246;K07130;K08691;K08692;K04835;K03779;K03780;K03781;K05606,"['K14263', 'K14067', 'K12972', 'K15893', 'K14446', 'K14447', 'K14448', 'K14449', 'K14451', 'K15036', 'K15037', 'K11263', 'K11472', 'K11473', 'K11529', 'K11517', 'K22515', 'K22982', 'K22133', 'K22223', 'K17865', 'K15918', 'K19268', 'K19280', 'K19312', 'K18123', 'K18472', 'K02437', 'K01915', 'K01965', 'K01966', 'K00626', 'K00600', 'K00605', 'K00865', 'K00830', 'K00122', 'K00123', 'K00124', 'K00127', 'K00104', 'K00023', 'K00024', 'K00026', 'K00018', 'K00015', 'K00042', 'K00090', 'K00048', 'K00049', 'K00382', 'K00281', 'K00282', 'K00283', 'K00284', 'K01616', 'K01625', 'K01608', 'K01601', 'K01637', 'K01638', 'K01647', 'K01577', 'K01569', 'K01681', 'K01682', 'K01816', 'K01846', 'K01895', 'K01847', 'K01848', 'K01849', 'K01091', 'K01455', 'K01458', 'K01432', 'K01433', 'K07248', 'K07246', 'K07130', 'K08691', 'K08692', 'K04835', 'K03779', 'K03780', 'K03781', 'K05606']",87
ko00633,,,0.0,1000000000.0,22,13,K11180;K11181;K10678;K10679;K10680;K00196;K00198;K00172;K00169;K00170;K00171;K06281;K06282,K11180;K11181;K10678;K10679;K10680;K00196;K00198;K00172;K00169;K00170;K00171;K06281;K06282,"['K11180', 'K11181', 'K10678', 'K10679', 'K10680', 'K00196', 'K00198', 'K00172', 'K00169', 'K00170', 'K00171', 'K06281', 'K06282']",13
ko00642,,,0.0,1000000000.0,16,1,K00632,K00632,['K00632'],1
ko00643,,,0.0,1000000000.0,25,19,K10216;K10437;K20626;K20627;K20807;K16171;K00451;K00446;K00146;K01501;K01502;K01555;K01800;K01721;K01039;K01040;K01026;K01426;K07104,K10216;K10437;K20626;K20627;K20807;K16171;K00451;K00446;K00146;K01501;K01502;K01555;K01800;K01721;K01039;K01040;K01026;K01426;K07104,"['K10216', 'K10437', 'K20626', 'K20627', 'K20807', 'K16171', 'K00451', 'K00446', 'K00146', 'K01501', 'K01502', 'K01555', 'K01800', 'K01721', 'K01039', 'K01040', 'K01026', 'K01426', 'K07104']",19
ko00650,,,0.0,1000000000.0,99,82,K14268;K13524;K14534;K11258;K20509;K19709;K23351;K23352;K22881;K17829;K17865;K16871;K18009;K18122;K18120;K18119;K18118;K18366;K01907;K03366;K00626;K00634;K00656;K00929;K00823;K00135;K00132;K00209;K00172;K00169;K00170;K00171;K00174;K00175;K00043;K00022;K00023;K00019;K00004;K00100;K00074;K00246;K00247;K00248;K00245;K00244;K00242;K00239;K00240;K00241;K01615;K01640;K01641;K01652;K01653;K01580;K01575;K01825;K01799;K01896;K01715;K01692;K01782;K01034;K01035;K01039;K01040;K01029;K01028;K01027;K07511;K07516;K07518;K07250;K07246;K08324;K08318;K04072;K04073;K03821;K03737;K05973,K14268;K13524;K14534;K11258;K20509;K19709;K23351;K23352;K22881;K17829;K17865;K16871;K18009;K18122;K18120;K18119;K18118;K18366;K01907;K03366;K00626;K00634;K00656;K00929;K00823;K00135;K00132;K00209;K00172;K00169;K00170;K00171;K00174;K00175;K00043;K00022;K00023;K00019;K00004;K00100;K00074;K00246;K00247;K00248;K00245;K00244;K00242;K00239;K00240;K00241;K01615;K01640;K01641;K01652;K01653;K01580;K01575;K01825;K01799;K01896;K01715;K01692;K01782;K01034;K01035;K01039;K01040;K01029;K01028;K01027;K07511;K07516;K07518;K07250;K07246;K08324;K08318;K04072;K04073;K03821;K03737;K05973,"['K14268', 'K13524', 'K14534', 'K11258', 'K20509', 'K19709', 'K23351', 'K23352', 'K22881', 'K17829', 'K17865', 'K16871', 'K18009', 'K18122', 'K18120', 'K18119', 'K18118', 'K18366', 'K01907', 'K03366', 'K00626', 'K00634', 'K00656', 'K00929', 'K00823', 'K00135', 'K00132', 'K00209', 'K00172', 'K00169', 'K00170', 'K00171', 'K00174', 'K00175', 'K00043', 'K00022', 'K00023', 'K00019', 'K00004', 'K00100', 'K00074', 'K00246', 'K00247', 'K00248', 'K00245', 'K00244', 'K00242', 'K00239', 'K00240', 'K00241', 'K01615', 'K01640', 'K01641', 'K01652', 'K01653', 'K01580', 'K01575', 'K01825', 'K01799', 'K01896', 'K01715', 'K01692', 'K01782', 'K01034', 'K01035', 'K01039', 'K01040', 'K01029', 'K01028', 'K01027', 'K07511', 'K07516', 'K07518', 'K07250', 'K07246', 'K08324', 'K08318', 'K04072', 'K04073', 'K03821', 'K03737', 'K05973']",82
ko00660,,,0.0,1000000000.0,29,21,K14449;K14472;K11258;K10218;K19268;K18292;K18288;K18289;K18291;K01903;K01902;K00052;K01652;K01653;K01575;K01846;K01703;K01704;K09011;K08691;K04835,K14449;K14472;K11258;K10218;K19268;K18292;K18288;K18289;K18291;K01903;K01902;K00052;K01652;K01653;K01575;K01846;K01703;K01704;K09011;K08691;K04835,"['K14449', 'K14472', 'K11258', 'K10218', 'K19268', 'K18292', 'K18288', 'K18289', 'K18291', 'K01903', 'K01902', 'K00052', 'K01652', 'K01653', 'K01575', 'K01846', 'K01703', 'K01704', 'K09011', 'K08691', 'K04835']",21
ko00670,0.9987639060568603,,0.0,1000000000.0,40,26,K11175;K13990;K13938;K18589;K18590;K18591;K01934;K01938;K03465;K00600;K00601;K00602;K00603;K00604;K00605;K00548;K00560;K00287;K00288;K00295;K00297;K01492;K01500;K01491;K01746;K01433,K11175,"['K11175', 'K13990', 'K13938', 'K18589', 'K18590', 'K18591', 'K01934', 'K01938', 'K03465', 'K00600', 'K00601', 'K00602', 'K00603', 'K00604', 'K00605', 'K00548', 'K00560', 'K00287', 'K00288', 'K00295', 'K00297', 'K01492', 'K01500', 'K01491', 'K01746', 'K01433']",26
ko00680,,,0.0,1000000000.0,194,159,K13812;K13831;K13942;K13788;K14080;K14081;K14083;K14084;K14067;K14028;K14126;K14127;K14128;K13039;K15634;K15635;K15633;K15022;K14941;K14940;K10977;K10978;K11261;K11260;K11212;K10714;K12234;K11645;K11532;K11529;K11779;K11780;K11781;K21071;K19793;K22516;K22515;K22305;K22480;K22481;K22482;K22082;K22083;K22084;K22086;K22081;K22015;K17067;K17100;K16176;K16177;K16178;K16179;K16257;K16259;K16305;K16306;K16792;K16793;K16370;K18933;K18277;K02446;K02203;K03421;K03422;K03388;K03389;K03390;K03396;K03532;K00625;K00443;K00600;K00672;K00577;K00578;K00579;K00580;K00581;K00582;K00583;K00584;K00863;K00850;K00925;K00918;K00830;K00831;K00442;K00148;K00441;K00121;K00122;K00123;K00124;K00125;K00127;K00192;K00193;K00194;K00196;K00197;K00198;K00200;K00201;K00202;K00203;K00204;K00205;K00172;K00169;K00170;K00171;K00024;K00018;K00093;K00058;K00440;K00399;K00400;K00401;K00402;K00317;K00319;K00320;K01622;K01623;K01624;K01595;K01499;K01834;K01895;K01689;K01086;K01070;K01079;K01007;K03533;K07811;K07812;K07821;K07072;K07144;K09733;K08264;K08097;K08093;K08094;K08691;K08692;K04480;K04041;K05299;K03841;K06914;K06034;K05884;K05979,K13812;K13831;K13942;K13788;K14080;K14081;K14083;K14084;K14067;K14028;K14126;K14127;K14128;K13039;K15634;K15635;K15633;K15022;K14941;K14940;K10977;K10978;K11261;K11260;K11212;K10714;K12234;K11645;K11532;K11529;K11779;K11780;K11781;K21071;K19793;K22516;K22515;K22305;K22480;K22481;K22482;K22082;K22083;K22084;K22086;K22081;K22015;K17067;K17100;K16176;K16177;K16178;K16179;K16257;K16259;K16305;K16306;K16792;K16793;K16370;K18933;K18277;K02446;K02203;K03421;K03422;K03388;K03389;K03390;K03396;K03532;K00625;K00443;K00600;K00672;K00577;K00578;K00579;K00580;K00581;K00582;K00583;K00584;K00863;K00850;K00925;K00918;K00830;K00831;K00442;K00148;K00441;K00121;K00122;K00123;K00124;K00125;K00127;K00192;K00193;K00194;K00196;K00197;K00198;K00200;K00201;K00202;K00203;K00204;K00205;K00172;K00169;K00170;K00171;K00024;K00018;K00093;K00058;K00440;K00399;K00400;K00401;K00402;K00317;K00319;K00320;K01622;K01623;K01624;K01595;K01499;K01834;K01895;K01689;K01086;K01070;K01079;K01007;K03533;K07811;K07812;K07821;K07072;K07144;K09733;K08264;K08097;K08093;K08094;K08691;K08692;K04480;K04041;K05299;K03841;K06914;K06034;K05884;K05979,"['K13812', 'K13831', 'K13942', 'K13788', 'K14080', 'K14081', 'K14083', 'K14084', 'K14067', 'K14028', 'K14126', 'K14127', 'K14128', 'K13039', 'K15634', 'K15635', 'K15633', 'K15022', 'K14941', 'K14940', 'K10977', 'K10978', 'K11261', 'K11260', 'K11212', 'K10714', 'K12234', 'K11645', 'K11532', 'K11529', 'K11779', 'K11780', 'K11781', 'K21071', 'K19793', 'K22516', 'K22515', 'K22305', 'K22480', 'K22481', 'K22482', 'K22082', 'K22083', 'K22084', 'K22086', 'K22081', 'K22015', 'K17067', 'K17100', 'K16176', 'K16177', 'K16178', 'K16179', 'K16257', 'K16259', 'K16305', 'K16306', 'K16792', 'K16793', 'K16370', 'K18933', 'K18277', 'K02446', 'K02203', 'K03421', 'K03422', 'K03388', 'K03389', 'K03390', 'K03396', 'K03532', 'K00625', 'K00443', 'K00600', 'K00672', 'K00577', 'K00578', 'K00579', 'K00580', 'K00581', 'K00582', 'K00583', 'K00584', 'K00863', 'K00850', 'K00925', 'K00918', 'K00830', 'K00831', 'K00442', 'K00148', 'K00441', 'K00121', 'K00122', 'K00123', 'K00124', 'K00125', 'K00127', 'K00192', 'K00193', 'K00194', 'K00196', 'K00197', 'K00198', 'K00200', 'K00201', 'K00202', 'K00203', 'K00204', 'K00205', 'K00172', 'K00169', 'K00170', 'K00171', 'K00024', 'K00018', 'K00093', 'K00058', 'K00440', 'K00399', 'K00400', 'K00401', 'K00402', 'K00317', 'K00319', 'K00320', 'K01622', 'K01623', 'K01624', 'K01595', 'K01499', 'K01834', 'K01895', 'K01689', 'K01086', 'K01070', 'K01079', 'K01007', 'K03533', 'K07811', 'K07812', 'K07821', 'K07072', 'K07144', 'K09733', 'K08264', 'K08097', 'K08093', 'K08094', 'K08691', 'K08692', 'K04480', 'K04041', 'K05299', 'K03841', 'K06914', 'K06034', 'K05884', 'K05979']",159
ko00710,,,0.0,1000000000.0,36,29,K14454;K14455;K11214;K11645;K11532;K02446;K00615;K00855;K00927;K00814;K00134;K00150;K00024;K00026;K00029;K01621;K01623;K01624;K01610;K01595;K01601;K01803;K01807;K01808;K01783;K01086;K01006;K04041;K03841,K14454;K14455;K11214;K11645;K11532;K02446;K00615;K00855;K00927;K00814;K00134;K00150;K00024;K00026;K00029;K01621;K01623;K01624;K01610;K01595;K01601;K01803;K01807;K01808;K01783;K01086;K01006;K04041;K03841,"['K14454', 'K14455', 'K11214', 'K11645', 'K11532', 'K02446', 'K00615', 'K00855', 'K00927', 'K00814', 'K00134', 'K00150', 'K00024', 'K00026', 'K00029', 'K01621', 'K01623', 'K01624', 'K01610', 'K01595', 'K01601', 'K01803', 'K01807', 'K01808', 'K01783', 'K01086', 'K01006', 'K04041', 'K03841']",29
