Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes,genes_list,num_genes
ko05130,,,0.0,1000000000.0,152,44,K14007;K12784;K12785;K12786;K12787;K12788;K12789;K12790;K12810;K11294;K10352;K10356;K10357;K20352;K19475;K22487;K17260;K16042;K16041;K18584;K03221;K02985;K00134;K07374;K07375;K07874;K07937;K07941;K08738;K04393;K04409;K04441;K04392;K04371;K04513;K04514;K06185;K05758;K05757;K05749;K05754;K05755;K05756;K05692,K14007;K12784;K12785;K12786;K12787;K12788;K12789;K12790;K12810;K11294;K10352;K10356;K10357;K20352;K19475;K22487;K17260;K16042;K16041;K18584;K03221;K02985;K00134;K07374;K07375;K07874;K07937;K07941;K08738;K04393;K04409;K04441;K04392;K04371;K04513;K04514;K06185;K05758;K05757;K05749;K05754;K05755;K05756;K05692,"['K14007', 'K12784', 'K12785', 'K12786', 'K12787', 'K12788', 'K12789', 'K12790', 'K12810', 'K11294', 'K10352', 'K10356', 'K10357', 'K20352', 'K19475', 'K22487', 'K17260', 'K16042', 'K16041', 'K18584', 'K03221', 'K02985', 'K00134', 'K07374', 'K07375', 'K07874', 'K07937', 'K07941', 'K08738', 'K04393', 'K04409', 'K04441', 'K04392', 'K04371', 'K04513', 'K04514', 'K06185', 'K05758', 'K05757', 'K05749', 'K05754', 'K05755', 'K05756', 'K05692']",44
ko05131,,,0.0,1000000000.0,205,56,K12785;K12836;K13450;K13085;K13285;K13287;K11011;K11012;K11253;K10704;K20121;K22487;K17260;K16938;K16944;K17908;K16185;K16186;K18584;K02406;K03221;K03347;K02927;K03083;K03094;K02977;K00844;K00914;K07345;K07203;K07204;K08333;K08334;K08339;K07937;K07941;K08738;K08770;K04393;K04441;K04392;K04371;K04513;K04514;K04728;K03868;K06689;K05759;K05758;K05757;K05754;K05755;K05756;K05692;K05864;K05857,K12785;K12836;K13450;K13085;K13285;K13287;K11011;K11012;K11253;K10704;K20121;K22487;K17260;K16938;K16944;K17908;K16185;K16186;K18584;K02406;K03221;K03347;K02927;K03083;K03094;K02977;K00844;K00914;K07345;K07203;K07204;K08333;K08334;K08339;K07937;K07941;K08738;K08770;K04393;K04441;K04392;K04371;K04513;K04514;K04728;K03868;K06689;K05759;K05758;K05757;K05754;K05755;K05756;K05692;K05864;K05857,"['K12785', 'K12836', 'K13450', 'K13085', 'K13285', 'K13287', 'K11011', 'K11012', 'K11253', 'K10704', 'K20121', 'K22487', 'K17260', 'K16938', 'K16944', 'K17908', 'K16185', 'K16186', 'K18584', 'K02406', 'K03221', 'K03347', 'K02927', 'K03083', 'K03094', 'K02977', 'K00844', 'K00914', 'K07345', 'K07203', 'K07204', 'K08333', 'K08334', 'K08339', 'K07937', 'K07941', 'K08738', 'K08770', 'K04393', 'K04441', 'K04392', 'K04371', 'K04513', 'K04514', 'K04728', 'K03868', 'K06689', 'K05759', 'K05758', 'K05757', 'K05754', 'K05755', 'K05756', 'K05692', 'K05864', 'K05857']",56
ko05132,,,0.0,1000000000.0,217,57,K13450;K13085;K13285;K11014;K11023;K10089;K10396;K10413;K10415;K20184;K20179;K20180;K20181;K20182;K20183;K19984;K22487;K17260;K17637;K16575;K19298;K18015;K18584;K18423;K02406;K03221;K03094;K02985;K00914;K00134;K07374;K07375;K07195;K09487;K07889;K07897;K07937;K07941;K08738;K04079;K04393;K04409;K04441;K04392;K04371;K04513;K04648;K03671;K05759;K05758;K05757;K05749;K05754;K05755;K05756;K05692;K06111,K13450;K13085;K13285;K11014;K11023;K10089;K10396;K10413;K10415;K20184;K20179;K20180;K20181;K20182;K20183;K19984;K22487;K17260;K17637;K16575;K19298;K18015;K18584;K18423;K02406;K03221;K03094;K02985;K00914;K00134;K07374;K07375;K07195;K09487;K07889;K07897;K07937;K07941;K08738;K04079;K04393;K04409;K04441;K04392;K04371;K04513;K04648;K03671;K05759;K05758;K05757;K05749;K05754;K05755;K05756;K05692;K06111,"['K13450', 'K13085', 'K13285', 'K11014', 'K11023', 'K10089', 'K10396', 'K10413', 'K10415', 'K20184', 'K20179', 'K20180', 'K20181', 'K20182', 'K20183', 'K19984', 'K22487', 'K17260', 'K17637', 'K16575', 'K19298', 'K18015', 'K18584', 'K18423', 'K02406', 'K03221', 'K03094', 'K02985', 'K00914', 'K00134', 'K07374', 'K07375', 'K07195', 'K09487', 'K07889', 'K07897', 'K07937', 'K07941', 'K08738', 'K04079', 'K04393', 'K04409', 'K04441', 'K04392', 'K04371', 'K04513', 'K04648', 'K03671', 'K05759', 'K05758', 'K05757', 'K05749', 'K05754', 'K05755', 'K05756', 'K05692', 'K06111']",57
ko05133,,,0.0,1000000000.0,79,18,K12973;K15125;K11004;K11023;K11003;K12340;K12688;K02183;K07389;K07326;K07347;K07345;K07679;K07690;K04441;K04371;K04513;K04630,K12973;K15125;K11004;K11023;K11003;K12340;K12688;K02183;K07389;K07326;K07347;K07345;K07679;K07690;K04441;K04371;K04513;K04630,"['K12973', 'K15125', 'K11004', 'K11023', 'K11003', 'K12340', 'K12688', 'K02183', 'K07389', 'K07326', 'K07347', 'K07345', 'K07679', 'K07690', 'K04441', 'K04371', 'K04513', 'K04630']",18
ko05134,,,0.0,1000000000.0,69,17,K13525;K15474;K15475;K14416;K02406;K03283;K03233;K03231;K03197;K00239;K07874;K07937;K07953;K08738;K08517;K04077;K03596,K13525;K15474;K15475;K14416;K02406;K03283;K03233;K03231;K03197;K00239;K07874;K07937;K07953;K08738;K08517;K04077;K03596,"['K13525', 'K15474', 'K15475', 'K14416', 'K02406', 'K03283', 'K03233', 'K03231', 'K03197', 'K00239', 'K07874', 'K07937', 'K07953', 'K08738', 'K08517', 'K04077', 'K03596']",17
ko05135,,,0.0,1000000000.0,122,21,K13735;K19475;K17260;K18584;K03083;K00889;K07861;K07941;K04393;K04441;K04392;K04371;K04513;K04514;K05758;K05757;K05747;K05754;K05755;K05756;K05692,K13735;K19475;K17260;K18584;K03083;K00889;K07861;K07941;K04393;K04441;K04392;K04371;K04513;K04514;K05758;K05757;K05747;K05754;K05755;K05756;K05692,"['K13735', 'K19475', 'K17260', 'K18584', 'K03083', 'K00889', 'K07861', 'K07941', 'K04393', 'K04441', 'K04392', 'K04371', 'K04513', 'K04514', 'K05758', 'K05757', 'K05747', 'K05754', 'K05755', 'K05756', 'K05692']",21
ko05140,,,0.0,1000000000.0,59,3,K03231;K04441;K04371,K03231;K04441;K04371,"['K03231', 'K04441', 'K04371']",3
ko05142,,,0.0,1000000000.0,85,8,K03456;K01354;K01283;K04441;K04382;K04371;K04354;K04630,K03456;K01354;K01283;K04441;K04382;K04371;K04354;K04630,"['K03456', 'K01354', 'K01283', 'K04441', 'K04382', 'K04371', 'K04354', 'K04630']",8
ko05143,,,0.0,1000000000.0,41,5,K14475;K02677;K00463;K01392;K01354,K14475;K02677;K00463;K01392;K01354,"['K14475', 'K02677', 'K00463', 'K01392', 'K01354']",5
ko05144,,,0.0,1000000000.0,67,0,,,[''],1
ko05145,,,0.0,1000000000.0,95,7,K03283;K09565;K08738;K04441;K04371;K04630;K06276,K03283;K09565;K08738;K04441;K04371;K04630;K06276,"['K03283', 'K09565', 'K08738', 'K04441', 'K04371', 'K04630', 'K06276']",7
ko05146,,,0.0,1000000000.0,87,10,K13963;K19720;K02677;K01476;K07889;K07897;K04072;K04345;K06236;K06237,K13963;K19720;K02677;K01476;K07889;K07897;K04072;K04345;K06236;K06237,"['K13963', 'K19720', 'K02677', 'K01476', 'K07889', 'K07897', 'K04072', 'K04345', 'K06236', 'K06237']",10
ko05150,,,0.0,1000000000.0,74,23,K14205;K14204;K14193;K14188;K14192;K14194;K14203;K14195;K14196;K14197;K14198;K14199;K14200;K14201;K11038;K11040;K11041;K19080;K19079;K03367;K01401;K03739;K03740,K14205;K14204;K14193;K14188;K14192;K14194;K14203;K14195;K14196;K14197;K14198;K14199;K14200;K14201;K11038;K11040;K11041;K19080;K19079;K03367;K01401;K03739;K03740,"['K14205', 'K14204', 'K14193', 'K14188', 'K14192', 'K14194', 'K14203', 'K14195', 'K14196', 'K14197', 'K14198', 'K14199', 'K14200', 'K14201', 'K11038', 'K11040', 'K11041', 'K19080', 'K19079', 'K03367', 'K01401', 'K03739', 'K03740']",23
ko05152,,,0.0,1000000000.0,131,23,K14949;K14952;K14953;K21302;K02040;K02144;K02146;K02154;K02155;K02183;K00914;K08065;K07889;K07897;K08738;K04077;K04441;K04371;K04348;K04043;K04513;K04718;K06268,K14949;K14952;K14953;K21302;K02040;K02144;K02146;K02154;K02155;K02183;K00914;K08065;K07889;K07897;K08738;K04077;K04441;K04371;K04348;K04043;K04513;K04718;K06268,"['K14949', 'K14952', 'K14953', 'K21302', 'K02040', 'K02144', 'K02146', 'K02154', 'K02155', 'K02183', 'K00914', 'K08065', 'K07889', 'K07897', 'K08738', 'K04077', 'K04441', 'K04371', 'K04348', 'K04043', 'K04513', 'K04718', 'K06268']",23
ko05160,,,0.0,1000000000.0,112,15,K15045;K16195;K16196;K03237;K03456;K03083;K03099;K07827;K08860;K08738;K04382;K04371;K04354;K04706;K06630,K15045;K16195;K16196;K03237;K03456;K03083;K03099;K07827;K08860;K08738;K04382;K04371;K04354;K04706;K06630,"['K15045', 'K16195', 'K16196', 'K03237', 'K03456', 'K03083', 'K03099', 'K07827', 'K08860', 'K08738', 'K04382', 'K04371', 'K04354', 'K04706', 'K06630']",15
ko05161,,,0.0,1000000000.0,132,8,K11594;K02677;K03099;K07827;K08738;K04441;K04371;K04802,K11594;K02677;K03099;K07827;K08738;K04441;K04371;K04802,"['K11594', 'K02677', 'K03099', 'K07827', 'K08738', 'K04441', 'K04371', 'K04802']",8
ko05162,,,0.0,1000000000.0,117,11,K14753;K16195;K16196;K03237;K03247;K03283;K03115;K03083;K03097;K08860;K08738,K14753;K16195;K16196;K03237;K03247;K03283;K03115;K03083;K03097;K08860;K08738,"['K14753', 'K16195', 'K16196', 'K03237', 'K03247', 'K03283', 'K03115', 'K03083', 'K03097', 'K08860', 'K08738']",11
ko05163,,,0.0,1000000000.0,192,19,K02677;K02183;K03083;K03099;K07827;K07203;K07208;K07861;K08738;K04441;K04392;K04371;K04345;K04348;K04513;K04630;K04514;K04536;K06268,K02677;K02183;K03083;K03099;K07827;K07203;K07208;K07861;K08738;K04441;K04392;K04371;K04345;K04348;K04513;K04630;K04514;K04536;K06268,"['K02677', 'K02183', 'K03083', 'K03099', 'K07827', 'K07203', 'K07208', 'K07861', 'K08738', 'K04441', 'K04392', 'K04371', 'K04345', 'K04348', 'K04513', 'K04630', 'K04514', 'K04536', 'K06268']",19
ko05164,,,0.0,1000000000.0,128,18,K14284;K14290;K14297;K14298;K14396;K14404;K15045;K16195;K02677;K03237;K00787;K09523;K07904;K07905;K08738;K04371;K05692;K05863,K14284;K14290;K14297;K14298;K14396;K14404;K15045;K16195;K02677;K03237;K00787;K09523;K07904;K07905;K08738;K04371;K05692;K05863,"['K14284', 'K14290', 'K14297', 'K14298', 'K14396', 'K14404', 'K15045', 'K16195', 'K02677', 'K03237', 'K00787', 'K09523', 'K07904', 'K07905', 'K08738', 'K04371', 'K05692', 'K05863']",18
ko05165,,,0.0,1000000000.0,231,37,K14009;K11315;K11126;K10389;K12236;K11584;K19719;K16195;K02144;K02145;K02146;K02147;K02148;K02149;K02150;K02151;K02152;K02154;K02155;K03456;K03062;K03120;K03083;K03099;K00873;K07827;K07203;K07208;K04393;K04382;K04371;K04354;K04345;K04728;K06236;K06237;K06067,K14009;K11315;K11126;K10389;K12236;K11584;K19719;K16195;K02144;K02145;K02146;K02147;K02148;K02149;K02150;K02151;K02152;K02154;K02155;K03456;K03062;K03120;K03083;K03099;K00873;K07827;K07203;K07208;K04393;K04382;K04371;K04354;K04345;K04728;K06236;K06237;K06067,"['K14009', 'K11315', 'K11126', 'K10389', 'K12236', 'K11584', 'K19719', 'K16195', 'K02144', 'K02145', 'K02146', 'K02147', 'K02148', 'K02149', 'K02150', 'K02151', 'K02152', 'K02154', 'K02155', 'K03456', 'K03062', 'K03120', 'K03083', 'K03099', 'K00873', 'K07827', 'K07203', 'K07208', 'K04393', 'K04382', 'K04371', 'K04354', 'K04345', 'K04728', 'K06236', 'K06237', 'K06067']",37
ko05166,,,0.0,1000000000.0,188,40,K14290;K15304;K15305;K15306;K15308;K15040;K11304;K11126;K02365;K02537;K02216;K02180;K03352;K03353;K03355;K03357;K03358;K03359;K03363;K03351;K03350;K03349;K03348;K03120;K00787;K07827;K08054;K08065;K07936;K08874;K04371;K04345;K04348;K04728;K06268;K06641;K06679;K05770;K06062;K05863,K14290;K15304;K15305;K15306;K15308;K15040;K11304;K11126;K02365;K02537;K02216;K02180;K03352;K03353;K03355;K03357;K03358;K03359;K03363;K03351;K03350;K03349;K03348;K03120;K00787;K07827;K08054;K08065;K07936;K08874;K04371;K04345;K04348;K04728;K06268;K06641;K06679;K05770;K06062;K05863,"['K14290', 'K15304', 'K15305', 'K15306', 'K15308', 'K15040', 'K11304', 'K11126', 'K02365', 'K02537', 'K02216', 'K02180', 'K03352', 'K03353', 'K03355', 'K03357', 'K03358', 'K03359', 'K03363', 'K03351', 'K03350', 'K03349', 'K03348', 'K03120', 'K00787', 'K07827', 'K08054', 'K08065', 'K07936', 'K08874', 'K04371', 'K04345', 'K04348', 'K04728', 'K06268', 'K06641', 'K06679', 'K05770', 'K06062', 'K05863']",40
ko05167,,,0.0,1000000000.0,169,20,K15308;K21664;K16195;K02183;K02927;K03083;K02977;K00914;K07827;K07203;K08334;K08343;K08738;K08770;K04441;K04392;K04371;K04348;K04536;K06268,K15308;K21664;K16195;K02183;K02927;K03083;K02977;K00914;K07827;K07203;K08334;K08343;K08738;K08770;K04441;K04392;K04371;K04348;K04536;K06268,"['K15308', 'K21664', 'K16195', 'K02183', 'K02927', 'K03083', 'K02977', 'K00914', 'K07827', 'K07203', 'K08334', 'K08343', 'K08738', 'K08770', 'K04441', 'K04392', 'K04371', 'K04348', 'K04536', 'K06268']",20
ko05168,,,0.0,1000000000.0,148,16,K14284;K12881;K21075;K16195;K16196;K03237;K03239;K03240;K03241;K07203;K07208;K08860;K08738;K03680;K03754;K06269,K14284;K12881;K21075;K16195;K16196;K03237;K03239;K03240;K03241;K07203;K07208;K08860;K08738;K03680;K03754;K06269,"['K14284', 'K12881', 'K21075', 'K16195', 'K16196', 'K03237', 'K03239', 'K03240', 'K03241', 'K07203', 'K07208', 'K08860', 'K08738', 'K03680', 'K03754', 'K06269']",16
ko05169,,,0.0,1000000000.0,172,28,K10591;K11644;K11838;K16195;K03511;K03061;K03062;K03063;K03064;K03065;K03066;K03033;K03035;K03036;K03037;K03038;K03039;K03031;K03032;K03030;K03029;K03028;K08738;K04441;K04392;K06691;K06067;K06063,K10591;K11644;K11838;K16195;K03511;K03061;K03062;K03063;K03064;K03065;K03066;K03033;K03035;K03036;K03037;K03038;K03039;K03031;K03032;K03030;K03029;K03028;K08738;K04441;K04392;K06691;K06067;K06063,"['K10591', 'K11644', 'K11838', 'K16195', 'K03511', 'K03061', 'K03062', 'K03063', 'K03064', 'K03065', 'K03066', 'K03033', 'K03035', 'K03036', 'K03037', 'K03038', 'K03039', 'K03031', 'K03032', 'K03030', 'K03029', 'K03028', 'K08738', 'K04441', 'K04392', 'K06691', 'K06067', 'K06063']",28
ko05170,,,0.0,1000000000.0,163,25,K10609;K12391;K12393;K12394;K22544;K02677;K02216;K02183;K03347;K03094;K07827;K07203;K07861;K08738;K04409;K04441;K04392;K04371;K04348;K04630;K04536;K04728;K03868;K03872;K06268,K10609;K12391;K12393;K12394;K22544;K02677;K02216;K02183;K03347;K03094;K07827;K07203;K07861;K08738;K04409;K04441;K04392;K04371;K04348;K04630;K04536;K04728;K03868;K03872;K06268,"['K10609', 'K12391', 'K12393', 'K12394', 'K22544', 'K02677', 'K02216', 'K02183', 'K03347', 'K03094', 'K07827', 'K07203', 'K07861', 'K08738', 'K04409', 'K04441', 'K04392', 'K04371', 'K04348', 'K04630', 'K04536', 'K04728', 'K03868', 'K03872', 'K06268']",25
ko05171,,,0.0,1000000000.0,220,80,K16195;K02677;K02885;K02889;K02891;K02893;K02894;K02896;K02898;K02900;K02901;K02883;K02882;K02872;K02865;K02866;K02868;K02870;K02873;K02875;K02877;K02880;K02905;K02927;K02929;K02930;K02932;K02934;K02936;K02937;K02938;K02940;K02941;K02942;K02925;K02924;K02908;K02910;K02912;K02915;K02923;K02917;K02918;K02920;K02921;K02922;K02947;K02949;K02989;K02971;K02973;K02974;K02976;K02977;K02978;K02979;K02980;K02981;K02983;K02984;K02985;K02987;K02969;K02957;K02951;K02953;K02955;K02958;K02966;K02960;K02962;K02964;K02991;K02993;K02995;K02997;K02998;K01283;K04441;K04371,K16195;K02677;K02885;K02889;K02891;K02893;K02894;K02896;K02898;K02900;K02901;K02883;K02882;K02872;K02865;K02866;K02868;K02870;K02873;K02875;K02877;K02880;K02905;K02927;K02929;K02930;K02932;K02934;K02936;K02937;K02938;K02940;K02941;K02942;K02925;K02924;K02908;K02910;K02912;K02915;K02923;K02917;K02918;K02920;K02921;K02922;K02947;K02949;K02989;K02971;K02973;K02974;K02976;K02977;K02978;K02979;K02980;K02981;K02983;K02984;K02985;K02987;K02969;K02957;K02951;K02953;K02955;K02958;K02966;K02960;K02962;K02964;K02991;K02993;K02995;K02997;K02998;K01283;K04441;K04371,"['K16195', 'K02677', 'K02885', 'K02889', 'K02891', 'K02893', 'K02894', 'K02896', 'K02898', 'K02900', 'K02901', 'K02883', 'K02882', 'K02872', 'K02865', 'K02866', 'K02868', 'K02870', 'K02873', 'K02875', 'K02877', 'K02880', 'K02905', 'K02927', 'K02929', 'K02930', 'K02932', 'K02934', 'K02936', 'K02937', 'K02938', 'K02940', 'K02941', 'K02942', 'K02925', 'K02924', 'K02908', 'K02910', 'K02912', 'K02915', 'K02923', 'K02917', 'K02918', 'K02920', 'K02921', 'K02922', 'K02947', 'K02949', 'K02989', 'K02971', 'K02973', 'K02974', 'K02976', 'K02977', 'K02978', 'K02979', 'K02980', 'K02981', 'K02983', 'K02984', 'K02985', 'K02987', 'K02969', 'K02957', 'K02951', 'K02953', 'K02955', 'K02958', 'K02966', 'K02960', 'K02962', 'K02964', 'K02991', 'K02993', 'K02995', 'K02997', 'K02998', 'K01283', 'K04441', 'K04371']",80
ko05200,,,0.0,1000000000.0,417,38,K11126;K02677;K02219;K02183;K03511;K03347;K03083;K03094;K03099;K00799;K00355;K01679;K01115;K07827;K07203;K07861;K09291;K09487;K08736;K08734;K08735;K08737;K08738;K04079;K04393;K04482;K04392;K04371;K04345;K04496;K04513;K04630;K04514;K04536;K03868;K03872;K06237;K06067,K11126;K02677;K02219;K02183;K03511;K03347;K03083;K03094;K03099;K00799;K00355;K01679;K01115;K07827;K07203;K07861;K09291;K09487;K08736;K08734;K08735;K08737;K08738;K04079;K04393;K04482;K04392;K04371;K04345;K04496;K04513;K04630;K04514;K04536;K03868;K03872;K06237;K06067,"['K11126', 'K02677', 'K02219', 'K02183', 'K03511', 'K03347', 'K03083', 'K03094', 'K03099', 'K00799', 'K00355', 'K01679', 'K01115', 'K07827', 'K07203', 'K07861', 'K09291', 'K09487', 'K08736', 'K08734', 'K08735', 'K08737', 'K08738', 'K04079', 'K04393', 'K04482', 'K04392', 'K04371', 'K04345', 'K04496', 'K04513', 'K04630', 'K04514', 'K04536', 'K03868', 'K03872', 'K06237', 'K06067']",38
ko05202,,,0.0,1000000000.0,162,10,K12823;K14651;K11313;K11253;K11644;K11427;K03511;K01343;K04728;K06067,K12823;K14651;K11313;K11253;K11644;K11427;K03511;K01343;K04728;K06067,"['K12823', 'K14651', 'K11313', 'K11253', 'K11644', 'K11427', 'K03511', 'K01343', 'K04728', 'K06067']",10
ko05203,,,0.0,1000000000.0,174,36,K15305;K15306;K11252;K11254;K11594;K11407;K11404;K11838;K21664;K16195;K02146;K02216;K03136;K03137;K03141;K03142;K03143;K03144;K03363;K03062;K03120;K03123;K03124;K00873;K07827;K04393;K04392;K04371;K04345;K04513;K06630;K06679;K05768;K06067;K06063;K06062,K15305;K15306;K11252;K11254;K11594;K11407;K11404;K11838;K21664;K16195;K02146;K02216;K03136;K03137;K03141;K03142;K03143;K03144;K03363;K03062;K03120;K03123;K03124;K00873;K07827;K04393;K04392;K04371;K04345;K04513;K06630;K06679;K05768;K06067;K06063;K06062,"['K15305', 'K15306', 'K11252', 'K11254', 'K11594', 'K11407', 'K11404', 'K11838', 'K21664', 'K16195', 'K02146', 'K02216', 'K03136', 'K03137', 'K03141', 'K03142', 'K03143', 'K03144', 'K03363', 'K03062', 'K03120', 'K03123', 'K03124', 'K00873', 'K07827', 'K04393', 'K04392', 'K04371', 'K04345', 'K04513', 'K06630', 'K06679', 'K05768', 'K06067', 'K06063', 'K06062']",36
ko05204,,,0.0,1000000000.0,29,2,K00799;K01253,K00799;K01253,"['K00799', 'K01253']",2
ko05205,,,0.0,1000000000.0,165,21,K12823;K02677;K03258;K03099;K02991;K01365;K07827;K07203;K04393;K04409;K04441;K04392;K04371;K04345;K04513;K04514;K03685;K06236;K06269;K06276;K05692,K12823;K02677;K03258;K03099;K02991;K01365;K07827;K07203;K04393;K04409;K04441;K04392;K04371;K04345;K04513;K04514;K03685;K06236;K06269;K06276;K05692,"['K12823', 'K02677', 'K03258', 'K03099', 'K02991', 'K01365', 'K07827', 'K07203', 'K04393', 'K04409', 'K04441', 'K04392', 'K04371', 'K04345', 'K04513', 'K04514', 'K03685', 'K06236', 'K06269', 'K06276', 'K05692']",21
ko05206,,,0.0,1000000000.0,245,19,K10577;K11592;K11430;K17398;K02677;K03099;K00558;K01425;K07827;K07203;K07204;K04464;K04371;K04513;K04514;K04728;K05658;K05665;K06067,K10577;K11592;K11430;K17398;K02677;K03099;K00558;K01425;K07827;K07203;K07204;K04464;K04371;K04513;K04514;K04728;K05658;K05665;K06067,"['K10577', 'K11592', 'K11430', 'K17398', 'K02677', 'K03099', 'K00558', 'K01425', 'K07827', 'K07203', 'K07204', 'K04464', 'K04371', 'K04513', 'K04514', 'K04728', 'K05658', 'K05665', 'K06067']",19
ko05207,,,0.0,1000000000.0,129,13,K14293;K02677;K02213;K03099;K00799;K01253;K07827;K07203;K09487;K04079;K04371;K04345;K04630,K14293;K02677;K02213;K03099;K00799;K01253;K07827;K07203;K09487;K04079;K04371;K04345;K04630,"['K14293', 'K02677', 'K02213', 'K03099', 'K00799', 'K01253', 'K07827', 'K07203', 'K09487', 'K04079', 'K04371', 'K04345', 'K04630']",13
ko05208,,,0.0,1000000000.0,173,65,K14394;K15040;K02256;K02261;K02262;K02263;K02264;K02265;K02267;K02272;K02126;K02125;K02127;K02128;K02132;K02133;K02134;K02136;K02137;K02138;K03099;K00799;K00002;K00355;K00414;K00415;K00416;K00417;K00419;K00420;K00413;K00412;K00411;K00234;K00235;K00236;K00237;K01115;K01253;K07755;K07827;K09565;K04441;K04392;K04371;K03936;K03940;K03941;K03942;K03943;K03955;K03964;K03935;K03934;K04564;K04565;K03878;K03879;K03880;K03881;K03883;K03884;K03781;K06276;K05863,K14394;K15040;K02256;K02261;K02262;K02263;K02264;K02265;K02267;K02272;K02126;K02125;K02127;K02128;K02132;K02133;K02134;K02136;K02137;K02138;K03099;K00799;K00002;K00355;K00414;K00415;K00416;K00417;K00419;K00420;K00413;K00412;K00411;K00234;K00235;K00236;K00237;K01115;K01253;K07755;K07827;K09565;K04441;K04392;K04371;K03936;K03940;K03941;K03942;K03943;K03955;K03964;K03935;K03934;K04564;K04565;K03878;K03879;K03880;K03881;K03883;K03884;K03781;K06276;K05863,"['K14394', 'K15040', 'K02256', 'K02261', 'K02262', 'K02263', 'K02264', 'K02265', 'K02267', 'K02272', 'K02126', 'K02125', 'K02127', 'K02128', 'K02132', 'K02133', 'K02134', 'K02136', 'K02137', 'K02138', 'K03099', 'K00799', 'K00002', 'K00355', 'K00414', 'K00415', 'K00416', 'K00417', 'K00419', 'K00420', 'K00413', 'K00412', 'K00411', 'K00234', 'K00235', 'K00236', 'K00237', 'K01115', 'K01253', 'K07755', 'K07827', 'K09565', 'K04441', 'K04392', 'K04371', 'K03936', 'K03940', 'K03941', 'K03942', 'K03943', 'K03955', 'K03964', 'K03935', 'K03934', 'K04564', 'K04565', 'K03878', 'K03879', 'K03880', 'K03881', 'K03883', 'K03884', 'K03781', 'K06276', 'K05863']",65
ko05210,,,0.0,1000000000.0,72,14,K03511;K03083;K03099;K07827;K07203;K07861;K08736;K08734;K08735;K08737;K08738;K04392;K04371;K04513,K03511;K03083;K03099;K07827;K07203;K07861;K08736;K08734;K08735;K08737;K08738;K04392;K04371;K04513,"['K03511', 'K03083', 'K03099', 'K07827', 'K07203', 'K07861', 'K08736', 'K08734', 'K08735', 'K08737', 'K08738', 'K04392', 'K04371', 'K04513']",14
ko05211,,,0.0,1000000000.0,56,10,K03099;K01679;K07827;K07836;K04393;K04409;K04392;K04371;K03868;K03872,K03099;K01679;K07827;K07836;K04393;K04409;K04392;K04371;K03868;K03872,"['K03099', 'K01679', 'K07827', 'K07836', 'K04393', 'K04409', 'K04392', 'K04371', 'K03868', 'K03872']",10
ko05212,,,0.0,1000000000.0,63,9,K03511;K01115;K07827;K07203;K07861;K04393;K04482;K04392;K04371,K03511;K01115;K07827;K07203;K07861;K04393;K04482;K04392;K04371,"['K03511', 'K01115', 'K07827', 'K07203', 'K07861', 'K04393', 'K04482', 'K04392', 'K04371']",9
